Abbas_X	Abbasid_N
polysaccharide_N	homopolysaccharide_N
polysaccharide_N	lipopolysaccharide_N
polysaccharide_N	mucopolysaccharide_N
polysaccharide_N	nonpolysaccharide_N
polysaccharide_N	polysaccharase_N
polysaccharide_N	polysaccharidal_A
polysaccharide_N	polysaccharidic_A
polytheism_N	polydeism_N
polytheism_N	polytheist_N
polytheism_N	polytheistic_A
polytheism_N	polytheistical_A
polytheism_N	polytheistically_D
polytheism_N	polytheists_N
pony_N	Ponygate_X
pony_N	anypony_P
pony_N	cowpony_N
pony_N	everypony_P
pony_N	ponyboy_N
pony_N	ponyfoot_N
pony_N	ponygirl_N
pony_N	ponykind_N
pony_N	ponyless_A
pony_N	ponylike_A
pony_N	ponyplay_N
pony_N	ponyskin_N
pony_N	ponytail_N
poral_A	interporal_A
poral_A	intraporal_A
porate_A	anaporate_A
porate_A	biporate_A
porate_A	diporate_A
porate_A	gigantiporate_A
porate_A	miniporate_A
porate_A	normaliporate_X
porate_A	pantoporate_X
porate_A	quadriporate_A
porate_A	triporate_A
porate_A	zonoporate_X
porin_N	nucleoporin_N
pornographic_A	nonpornographic_A
pornographic_A	pornographically_D
pornographic_A	pseudopornographic_A
pornographic_A	quasipornographic_A
pornographic_A	semipornographic_A
pornographic_A	unpornographic_A
pornography_N	anthropornography_N
pornography_N	antipornography_A
pornography_N	cyberpornography_N
pornography_N	ecopornography_N
pornography_N	nonpornography_N
pornography_N	porn_N
pornography_N	porno_A
pornography_N	pornographer_N
pornography_N	pornographic_A
pornography_N	pornographically_D
pornography_N	porny_A
porphyrin_N	arylporphyrin_N
porphyrin_N	benzoporphyrin_N
porphyrin_N	bisporphyrin_N
porphyrin_N	coproporphyrin_N
porphyrin_N	etioporphyrin_N
porphyrin_N	ferriporphyrin_N
porphyrin_N	ferroporphyrin_N
porphyrin_N	hematoporphyrin_N
porphyrin_N	mesoporphyrin_N
porphyrin_N	metalloporphyrin_N
porphyrin_N	octabromoporphyrin_N
porphyrin_N	porphyrinic_A
porphyrin_N	porphyrinogen_N
porphyrin_N	porphyrinuria_N
porphyrin_N	protoporphyrin_N
porphyrin_N	uroporphyrin_N
porphyrin_N	vinylporphyrin_N
port_N	Lockport_X
port_N	Newport_X
port_N	Westport_X
port_N	airport_N
port_N	carport_N
port_N	outport_N
port_N	portlet_N
port_N	seaport_N
port_N	spaceport_N
position_N	juxtaposition_N
position_N	positional_A
position_N	reposition_V
positive_A	dipositive_A
positive_A	positively_D
positive_A	positivism_N
positive_A	tripositive_X
positive_A	unipositive_A
positivity_N	copositivity_N
positivity_N	electropositivity_N
positivity_N	homopositivity_N
positivity_N	immunopositivity_N
positivity_N	nonpositivity_N
positivity_N	semipositivity_N
positivity_N	seropositivity_N
positron_N	positronic_A
positron_N	positronium_N
positron_N	spositron_N
possessionless_A	possessionlessness_N
post_N	bedpost_N
post_N	doorpost_N
post_N	fencepost_N
post_N	gatepost_N
post_N	goalpost_N
post_N	lamppost_N
post_N	milepost_N
post_N	poster_N
post_N	signpost_N
posterolateral_A	posterolaterally_D
postimpressionism_N	postimpressionist_A
postmedial_A	postmedially_X
postmodern_A	postmodernism_N
postmodern_A	postpostmodern_A
postmodern_A	prepostmodern_A
potassic_A	dipotassic_X
potassic_A	hydropotassic_X
potassic_A	monopotassic_X
potassic_A	potassicleakeite_N
potassic_A	potassicpargasite_N
potassic_A	potassicsadanagaite_N
potassic_A	sodipotassic_X
potassic_A	ultrapotassic_A
potassic_A	uranosopotassic_X
potassium_N	monopotassium_N
potassium_N	potassamide_N
potassium_N	potassic_A
potato_N	fauxtato_N
potato_N	potater_X
potato_N	potatoe_N
potato_N	potatoey_A
potato_N	potatoless_X
potato_N	tater_N
pound_N	geepound_N
pour_V	inpour_V
pour_V	outpour_N
pour_V	pourable_A
pour_V	pourer_N
pour_V	pouringly_D
powder_N	gunpowder_N
power_N	candlepower_N
power_N	empower_V
power_N	en_N
power_N	horsepower_N
power_N	powerful_A
power_N	powerless_A
power_N	powerlike_X
power_N	powerplay_N
power_N	powersharing_N
power_N	powertrip_N
power_N	superpower_N
prandial_A	periprandial_A
precipitation_N	aptaprecipitation_N
precipitation_N	aptoprecipitation_N
precipitation_N	coprecipitation_N
precipitation_N	immunoprecipitation_N
precipitation_N	microprecipitation_N
precipitation_N	nanoprecipitation_N
precipitation_N	postprecipitation_N
precipitation_N	reprecipitation_N
preemption_N	preempt_V
prefixal_A	prefixally_D
pregnant_A	impregnant_A
pregnant_A	midpregnant_A
pregnant_A	nonpregnant_A
pregnant_A	pregnantly_D
pregnant_A	pregnantness_N
pregnant_A	prepregnant_A
pregnant_A	pseudopregnant_A
pregnant_A	unpregnant_A
preliminary_A	nonpreliminary_A
preliminary_A	postpreliminary_A
preliminary_A	preliminarily_D
premenstrual_A	premenstrually_D
presidential_A	nonpresidential_A
presidential_A	postpresidential_A
presidential_A	prepresidential_A
presidential_A	presidentiality_N
presidential_A	presidentially_D
presidential_A	presidentialness_N
presidential_A	unpresidential_A
pressure_N	acupressure_N
pressure_N	backpressure_N
pressure_N	counterpressure_N
pressure_N	depressure_V
pressure_N	overpressure_N
pressure_N	pressureless_A
pressure_N	pressuremeter_N
pressure_N	pressurize_V
pressure_N	repressure_V
pressure_N	underpressure_N
pretilt_N	pretilted_X
prevention_N	angioprevention_N
prevention_N	antiprevention_A
prevention_N	chemoprevention_N
prevention_N	immunoprevention_N
prevention_N	nonprevention_N
price_N	en_N
priest_N	archpriest_N
priest_N	archpriesthood_N
priest_N	highpriest_N
priest_N	highpriesthood_N
priest_N	highpriestly_A
priest_N	highpriestship_N
priest_N	priestdom_N
priest_N	priestess_N
priest_N	priesthood_N
priest_N	priestliness_N
priest_N	priestly_A
primeval_A	primevally_D
primitive_N	multiprimitive_A
primitive_N	primitiveness_N
printer_N	bioprinter_N
printer_N	miniprinter_N
printer_N	nonprinter_N
printer_N	printerless_A
printer_N	printerlike_A
printer_N	printery_N
printer_N	teleprinter_N
printer_N	thermoprinter_N
priority_N	prioritization_N
prize_N	en_N
prize_N	prizefighter_N
prize_N	prizegiver_N
prize_N	prizegiving_N
prize_N	prizeless_A
prize_N	prizelike_A
prize_N	prizeman_N
prize_N	prizeworthy_A
processor_N	microprocessor_N
processor_N	nanoprocessor_N
prodine_N	alphaprodine_N
prodine_N	betaprodine_N
productivity_N	bioproductivity_N
productivity_N	counterproductivity_N
productivity_N	nonproductivity_N
productivity_N	semiproductivity_N
productivity_N	underproductivity_N
profession_N	professional_N
profession_N	pseudoprofession_N
profession_N	semiprofession_N
profitable_A	disprofitable_A
profitable_A	hyperprofitable_A
profitable_A	improfitable_A
profitable_A	nonprofitable_A
profitable_A	profitableness_N
profitable_A	profitably_D
profitable_A	superprofitable_A
profitable_A	unprofitable_A
program_N	programmable_A
program_N	programmatical_A
program_N	programmatically_D
program_N	programmer_N
programming_N	metaprogramming_N
progression_N	atheroprogression_N
progression_N	nilprogression_N
progression_N	nonprogression_N
progression_N	pathoprogression_N
progression_N	progressional_A
progression_N	progressionist_N
progression_N	pseudoprogression_N
projective_A	biprojective_A
projective_A	multiprojective_X
projective_A	nonprojective_A
projective_A	preprojective_A
projective_A	projectively_D
projective_A	projectivism_N
projective_A	semiprojective_A
projective_A	superprojective_A
proliferative_A	antiproliferative_A
proliferative_A	fibroproliferative_A
proliferative_A	hyperproliferative_A
proliferative_A	hypoproliferative_A
proliferative_A	immunoproliferative_A
proliferative_A	lymphoproliferative_A
proliferative_A	membranoproliferative_A
proliferative_A	mesangioproliferative_A
proliferative_A	myeloproliferative_A
proliferative_A	nonproliferative_A
proliferative_A	proliferatively_D
proliferative_A	vasculoproliferative_A
promulgate_V	promogulate_V
promulgate_V	promulgater_N
promulgate_V	promulgation_N
promulgate_V	promulgator_N
promulgate_V	promulgatory_A
pronominal_A	pronominalize_V
pronominal_A	pronominally_D
pronunciation_N	mispronunciation_N
pronunciation_N	pronunciational_A
propargyl_N	homopropargyl_N
propargyl_N	homopropargylic_A
propargyl_N	propargylic_A
prophet_N	prophecy_N
prophet_N	prophesy_V
prophet_N	prophetess_N
prophet_N	proscribed_V
prophylaxis_N	chemoprophylaxis_N
prophylaxis_N	homeoprophylaxis_N
prophylaxis_N	immunoprophylaxis_N
prophylaxis_N	monoprophylaxis_N
prophylaxis_N	prophylactic_N
prophylaxis_N	psychoprophylaxis_N
prophylaxis_N	seroprophylaxis_N
prophylaxis_N	thromboprophylaxis_N
prophylaxis_N	zooprophylaxis_N
propionibacterium_N	propionibacterial_A
proportion_N	proportional_A
proportion_N	proportionally_D
proportion_N	proportionate_A
proportion_N	proportioner_N
proportional_A	biproportional_A
proportional_A	disproportional_A
proportional_A	equiproportional_A
proportional_A	nonproportional_A
proportional_A	proportionality_N
proportional_A	proportionally_D
propositional_A	nonpropositional_A
propositional_A	propositionalization_N
propositional_A	propositionally_D
prostyle_A	amphiprostyle_A
prostyle_A	pseudoprostyle_X
protease_N	antiprotease_N
protease_N	endoprotease_N
protease_N	exoprotease_N
protease_N	proprotease_N
protease_N	pseudoprotease_N
protection_N	antiprotection_A
protection_N	atheroprotection_N
protection_N	autoprotection_X
protection_N	cardioprotection_N
protection_N	cerebroprotection_N
protection_N	chemoprotection_N
protection_N	cryoprotection_N
protection_N	cytoprotection_N
protection_N	deprotection_N
protection_N	hepatoprotection_N
protection_N	heteroprotection_X
protection_N	immunoprotection_N
protection_N	multiprotection_A
protection_N	nephroprotection_N
protection_N	neuroprotection_N
protection_N	osmoprotection_N
protection_N	overprotection_N
protection_N	photoprotection_N
protection_N	protectionary_A
protection_N	protectionism_N
protection_N	protectionless_A
protection_N	radioprotection_N
protection_N	renoprotection_N
protection_N	reprotection_N
protection_N	seroprotection_N
protection_N	unprotection_N
protection_N	vasculoprotection_N
protection_N	vasoprotection_N
protective_A	atheroprotective_A
protective_A	autoprotective_A
protective_A	bioprotective_A
protective_A	bronchoprotective_A
protective_A	cardioprotective_A
protective_A	cerebroprotective_A
protective_A	chemoprotective_A
protective_A	chondroprotective_A
protective_A	cryoprotective_A
protective_A	cytoprotective_A
protective_A	excitoprotective_A
protective_A	gastroprotective_A
protective_A	genoprotective_A
protective_A	hepatoprotective_A
protective_A	hyperprotective_A
protective_A	immunoprotective_A
protective_A	myeloprotective_A
protective_A	nephroprotective_A
protective_A	neuroprotective_A
protective_A	nonprotective_A
protective_A	osmoprotective_A
protective_A	osteoprotective_A
protective_A	otoprotective_A
protective_A	overprotective_A
protective_A	photoprotective_A
protective_A	protectively_D
protective_A	protectiveness_N
protective_A	radioprotective_A
protective_A	renoprotective_A
protective_A	semiprotective_A
protective_A	seroprotective_A
protective_A	superprotective_A
protective_A	thermoprotective_A
protective_A	thromboprotective_A
protective_A	ultraprotective_A
protective_A	unprotective_A
protective_A	uroprotective_A
protective_A	vasculoprotective_A
protective_A	vasoprotective_A
proteome_N	acetylproteome_N
proteome_N	exoproteome_N
proteome_N	immunoproteome_N
proteome_N	phosphoproteome_N
proteome_N	selenoproteome_N
proteome_N	subproteome_N
proteomic_A	chemoproteomic_A
proteomic_A	genoproteomic_A
proteomic_A	phosphoproteomic_A
proteomic_A	proteomicist_N
proteomic_A	subproteomic_A
proteomics_N	glycoproteomics_N
proteomics_N	immunoproteomics_N
proteomics_N	metaproteomics_N
proteomics_N	microproteomics_N
proteomics_N	neuroproteomics_N
proteomics_N	phosphoproteomics_N
proteomics_N	toxicoproteomics_N
prothrombin_N	antiprothrombin_A
prothrombin_N	autoprothrombin_X
prothrombin_N	prethrombin_N
protocol_N	protocoligorically_D
protolysis_N	autoprotolysis_N
proton_N	antiproton_N
proton_N	diproton_N
proton_N	interproton_A
proton_N	nonproton_N
proton_N	photoproton_N
proton_N	protic_A
proton_N	protonate_V
proton_N	protonation_N
proton_N	protonic_A
proton_N	protonium_N
proton_N	protonlike_A
proton_N	protonmotive_A
proton_N	protonophore_N
proton_N	prototropy_N
proton_N	quasiproton_N
prototype_N	noun_N
prototype_N	prototypal_A
prototype_N	prototypic_A
prototype_N	prototypical_A
prototype_N	prototypicality_N
prototype_N	prototypically_D
prototype_N	prototypingqualifier_X
prune_N	pruney_A
pruritus_N	pruritogen_N
pruritus_N	pruritogenic_A
pseudonym_N	pseudonymity_N
pseudonym_N	pseudonymization_N
pseudonym_N	pseudonymize_V
pseudonym_N	pseudonymized_A
pseudonym_N	pseudonymous_A
pseudonym_N	pseudonymously_D
pseudonym_N	pseudonymousness_N
pseudoscience_N	pseudoscientific_A
pseudoscience_N	pseudoscientifically_D
pseudoscience_N	pseudoscientist_N
pseudotachylite_N	pseudotachylitic_A
psychological_A	psychologically_D
psychological_A	psychomological_A
psychology_N	paedopsychology_N
psychology_N	parapsychology_N
psychology_N	psychologism_N
psychology_N	psychologist_N
psychosis_N	micropsychosis_N
psychosis_N	nonpsychosis_N
psychosis_N	prepsychosis_X
psychosis_N	prepsychotic_A
pterin_N	pteridine_N
pterion_N	epipteric_A
pterion_N	pterionic_A
pub_N	gastropub_N
pub_N	publess_A
pub_N	superpub_N
public_A	en_N
public_A	publically_D
public_A	publican_N
public_A	publicness_N
pudding_N	Europudding_N
pudding_N	puddingish_A
pudding_N	puddingless_A
pudding_N	puddinglike_A
pudding_N	puddingstone_N
pudding_N	puddingy_A
pulmonary_A	aorticopulmonary_A
pulmonary_A	aortopulmonary_A
pulmonary_A	bronchopulmonary_A
pulmonary_A	cardiopulmonary_A
pulmonary_A	extrapulmonary_A
pulmonary_A	interpulmonary_A
pulmonary_A	intrapulmonary_A
pulmonary_A	nasopulmonary_A
pulmonary_A	nonpulmonary_A
pulmonary_A	pleuropulmonary_A
pulmonary_A	sinopulmonary_A
pulmonary_A	subpulmonary_A
pulmonary_A	transpulmonary_A
pulmonic_A	nonpulmonic_A
pulmonic_A	pulmonically_D
pulmonic_A	subpulmonic_A
pulmonic_A	transpulmonic_A
pulsate_V	pulsatile_A
pulsate_V	pulsation_N
pulsate_V	pulsator_N
pulsate_V	pulsatory_A
pulsating_A	pulsatingly_D
pumice_N	pumicelike_A
pump_N	backpump_X
pump_N	en_N
pump_N	forepump_X
pump_N	pumped_V
punctate_A	micropunctate_A
punk_N	Afropunk_N
punk_N	antipunk_A
punk_N	atompunk_N
punk_N	biopunk_N
punk_N	clockpunk_N
punk_N	cowpunk_N
punk_N	cyberpunk_N
punk_N	cypherpunk_N
punk_N	deathpunk_N
punk_N	dieselpunk_N
punk_N	edupunk_N
punk_N	electropunk_N
punk_N	genderpunk_N
punk_N	hinkypunk_N
punk_N	mannerpunk_N
punk_N	neopunk_N
punk_N	postpunk_A
punk_N	prepunk_A
punk_N	protopunk_N
punk_N	punkabilly_N
punk_N	punkadelic_A
punk_N	punkdom_N
punk_N	punked_V
punk_N	punkette_N
punk_N	punkie_N
punk_N	punkily_D
punk_N	punking_V
punk_N	punkish_A
punk_N	punkitude_N
punk_N	punklike_A
punk_N	punkling_N
punk_N	punkster_N
punk_N	punky_A
punk_N	punkzine_N
punk_N	sailpunk_N
punk_N	sandalpunk_N
punk_N	seapunk_N
punk_N	skatepunk_N
punk_N	splatterpunk_N
punk_N	steampunk_N
punk_N	surfpunk_N
punk_N	synthpunk_N
punk_N	technopunk_N
punk_N	unpunk_A
puppy_N	hushpuppy_N
puppy_N	mudpuppy_N
puppy_N	puppyhood_N
purple_N	purpleheart_N
purpose_N	purposeful_A
purpose_N	purposeless_A
purpose_N	purposely_D
purse_N	cutpurse_N
purse_N	manpurse_N
purse_N	murse_N
purse_N	pickpurse_N
purse_N	purseful_N
purse_N	purseless_A
purse_N	purselike_A
purse_N	purser_N
purse_N	pursestring_N
push_V	en_N
push_V	pushy_A
pussy_N	pussyboy_N
pussy_N	pussycat_N
pussy_N	pussyfication_N
pussy_N	pussyfoot_V
pussy_N	pussygirl_N
pussy_N	pussyman_N
pussy_N	pussyologist_N
pussy_N	pussyology_N
pussy_N	pussytoes_N
pussy_N	pussywhipped_V
puzzle_N	puzzled_A
puzzle_N	puzzlement_N
puzzle_N	puzzler_N
puzzle_N	puzzling_V
pyaemia_N	pyaemic_A
pyoderma_N	pyodermic_A
pyrazole_N	acylpyrazole_N
pyrazole_N	anthrapyrazole_N
pyrazole_N	arylpyrazole_N
pyrazole_N	benzopyrazole_N
pyrazole_N	bipyrazole_N
pyrazole_N	dihydropyrazole_N
pyrazole_N	hydroxypyrazole_N
pyrazole_N	phenylpyrazole_N
pyrazole_N	pyrazoleamide_N
pyrimidine_N	alkylpyrimidine_N
pyrimidine_N	aminopyrimidine_N
pyrimidine_N	anilinopyrimidine_N
pyrimidine_N	azidopyrimidine_N
pyrimidine_N	azolopyrimidine_N
pyrimidine_N	diaminopyrimidine_N
pyrimidine_N	dihydropyrimidine_N
pyrimidine_N	fluoropyrimidine_N
pyrimidine_N	furopyrimidine_N
pyrimidine_N	homopyrimidine_A
pyrimidine_N	oligopyrimidine_N
pyrimidine_N	pentapyrimidine_N
pyrimidine_N	polypyrimidine_N
pyrimidine_N	pyrazolopyrimidine_N
pyrimidine_N	pyridopyrimidine_N
pyrimidine_N	pyrimidinedione_N
pyrimidine_N	pyrimidinergic_A
pyrimidine_N	tetrazolopyrimidine_N
pyrimidine_N	thiopyrimidine_N
pyrite_N	arsenopyrite_N
pyrite_N	chalcopyrite_N
pyrite_N	leucopyrite_N
pyrite_N	pyritic_A
pyrite_N	pyritified_X
pyrogenic_A	apyrogenic_A
pyrrole_N	acylpyrrole_N
pyrrole_N	arylpyrrole_N
pyrrole_N	benzylpyrrole_N
pyrrole_N	bipyrrole_N
pyrrole_N	cryptopyrrole_N
pyrrole_N	dipyrrole_N
pyrrole_N	fluoropyrrole_N
pyrrole_N	kryptopyrrole_N
pyrrole_N	oligopyrrole_N
pyrrole_N	phenylpyrrole_N
pyrrole_N	polypyrrole_N
pyrrole_N	pyrrolic_A
pyrrole_N	tetrapyrrole_N
pyrrole_N	vinylpyrrole_N
pyruvate_N	bromopyruvate_N
pyruvate_N	mercaptopyruvate_N
pyruvate_N	phenylpyruvate_N
pyruvate_N	phosphopyruvate_N
python_N	pythoness_N
python_N	pythonic_A
python_N	pythonlike_A
quadruped_N	quadrupedal_A
quadruped_N	quadrupedalism_N
quadruped_N	quadrupedism_N
quadruped_N	quadrupedy_N
quail_V	Quailgate_X
quail_V	buttonquail_N
quail_V	quailer_N
quail_V	quailish_A
quality_N	qualitative_A
quality_N	qualityless_A
quality_N	qualityness_N
quality_N	qualitywise_D
quark_N	antiquark_N
quark_N	biquark_N
quark_N	diquark_N
quark_N	hexaquark_N
quark_N	interquark_A
quark_N	multiquark_A
quark_N	pentaquark_N
quark_N	prequark_N
quark_N	quagma_N
quark_N	quarkless_A
quark_N	quarkonic_A
quark_N	quarkonium_N
quark_N	quarkyonic_A
quark_N	quink_N
quark_N	squark_N
quark_N	subquark_N
quark_N	techniquark_N
quark_N	tetraquark_N
quark_N	triquark_N
quarry_N	quarrylike_A
quarry_N	quarryman_N
quassin_N	quassinoid_N
quenching_N	dequenching_N
quenching_N	selfquenching_N
quenching_N	superquenching_N
questionable_A	questionability_N
questionable_A	questionableness_N
questionable_A	questionably_D
questionable_A	unquestionability_N
questionable_A	unquestionable_A
questionable_A	unquestionableness_N
questionable_A	unquestionably_D
quick_A	kwik_A
quick_A	quicken_V
quick_A	quickie_N
quick_A	quicklime_N
quick_A	quickly_D
quick_A	quicksand_N
quick_A	quicksilver_N
quick_A	quickstep_N
quinazoline_N	dimethoxyquinazoline_N
quinazoline_N	quinazol_N
quinazoline_N	quinazolino_N
quinazoline_N	quinazolinyl_N
quinoid_A	epoxyquinoid_N
quotation_N	disquotation_N
quotation_N	misquotation_N
quotation_N	overquotation_N
quotation_N	quasiquotation_N
quotation_N	quotational_A
quotation_N	quotationally_D
quotation_N	quotationist_N
quotation_N	quotationless_A
quotation_N	requotation_N
quotation_N	underquotation_N
rabbinic_A	Rabbinism_N
race_N	en_N
racial_A	alethoracial_X
racial_A	antiracial_A
racial_A	antiracialism_X
racial_A	biracial_A
racial_A	cisracial_X
racial_A	cisracialism_X
racial_A	interracial_A
racial_A	multiracial_A
racial_A	nonracial_A
racial_A	postracial_A
racial_A	postracialised_X
racial_A	postracialism_X
racial_A	postraciality_N
racial_A	postracialized_X
racial_A	preracial_X
racial_A	preracialised_X
racial_A	preracialism_X
racial_A	preraciality_X
racial_A	preracialized_X
racial_A	proracial_X
racial_A	proracialism_X
racial_A	pseudoracial_X
racial_A	racialisation_N
racial_A	racialise_V
racial_A	racialised_V
racial_A	racialising_V
racial_A	racialism_N
racial_A	racialist_N
racial_A	racialistic_A
racial_A	racialistical_X
racial_A	racialistically_D
racial_A	raciality_N
racial_A	racialization_N
racial_A	racialize_V
racial_A	racialized_V
racial_A	racializing_V
racial_A	racially_D
racial_A	racialness_X
racial_A	transracial_A
racial_A	transracialism_N
racial_A	transracialist_X
racial_A	transraciality_X
rack_N	autorack_N
radicalize_V	deradicalize_V
radicalize_V	radicalizable_A
radicalize_V	radicalizer_N
radicalize_V	reradicalize_V
radio_N	radiotelephone_N
radiohalogen_N	radiohalogenated_A
radiohalogen_N	radiohalogenation_N
radiometal_N	radiometallic_A
radish_N	radishlike_A
rag_N	cumrag_N
rag_N	dishrag_N
rag_N	jizzrag_N
rag_N	ragazine_N
rag_N	ragbag_N
rag_N	ragbond_N
rag_N	ragged_A
rag_N	ragger_N
rag_N	raggy_A
rag_N	raghead_N
rag_N	raghorn_N
rag_N	ragleaf_N
rag_N	raglike_A
rag_N	ragman_N
rag_N	ragpick_V
rag_N	ragpicker_N
rag_N	ragtag_A
rag_N	ragtop_N
rag_N	ragweed_N
rag_N	ragworm_N
rag_N	ragwort_N
rag_N	washrag_N
rail_N	guardrail_N
rail_N	handrail_N
rail_N	monorail_N
rail_N	railbound_A
rail_N	railbus_N
rail_N	railcar_N
rail_N	railcard_N
rail_N	railfan_N
rail_N	railfanning_N
rail_N	railhead_N
rail_N	railroad_N
rail_N	railway_N
rail_N	tramrail_N
rainy_A	raininess_N
raisin_N	raisined_V
raisin_N	raisinish_A
raisin_N	raisinlike_A
raisin_N	raisiny_A
ram_N	ramekin_N
ram_N	ramequin_N
ram_N	ramrod_N
raphe_N	pseudoraphe_N
raphe_N	rapheless_A
rapid_A	rapidity_N
rapid_A	rapidly_D
rapid_A	rapidness_N
rapid_A	ultrarapid_A
rat_N	en_N
rat_N	ratface_N
rat_N	ratfink_N
rat_N	rattail_N
rat_N	ratten_V
rat_N	ratter_N
rat_N	ratty_A
rate_N	birthrate_N
rate_N	clathrate_A
ray_N	en_N
ray_N	stingray_N
reactive_A	hyperreactive_A
reactive_A	hyporeactive_A
reactive_A	normoreactive_A
readable_A	readability_N
readable_A	readableness_N
readable_A	readably_D
reagin_N	antireagin_X
reagin_N	reaginic_X
real_A	ethereal_A
real_A	reality_N
real_A	really_D
real_A	realness_N
realpolitik_N	realpolitician_N
realpolitik_N	realpolitikal_A
realpolitik_N	realpolitiker_N
rebec_N	rebecist_N
rebut_V	counterrebuttal_N
rebut_V	irrebuttable_A
rebut_V	rebuttable_A
rebut_V	rebuttably_D
rebut_V	rebuttal_N
rebut_V	rebutter_N
rebut_V	unrebuttable_A
rebut_V	unrebuttably_D
rebut_V	unrebutted_A
recoat_V	recoater_N
recognizable_A	recognizability_N
recognizable_A	recognizableness_N
recognizable_A	recognizably_D
recognize_V	recognizability_N
recognize_V	recognizable_A
recognize_V	recognizably_D
recognize_V	recognizance_N
recognize_V	recognizant_A
recognize_V	recognization_N
recognize_V	recognizee_N
recognize_V	recognizer_N
recognize_V	recognizor_N
recourse_N	nonrecourse_A
recourse_N	recourseful_A
recourse_N	recourseless_A
rectangular_A	birectangular_A
rectangular_A	trirectangular_A
recurrent_A	nonrecurrent_A
recurrent_A	quasirecurrent_X
recurrent_A	recurrently_D
red_A	redhead_N
red_A	redheaded_A
red_A	redhorse_N
red_A	redpoll_N
red_A	redroot_N
red_A	redshank_N
red_A	redtop_N
red_A	redwing_N
red_A	redwood_N
reducible_A	bioreducible_A
reduction_N	amnioreduction_N
reduction_N	bioreduction_N
reduction_N	carboreduction_N
reduction_N	cytoreduction_N
reduction_N	deuteroreduction_N
reduction_N	electroreduction_N
reduction_N	ketoreduction_N
reduction_N	leukoreduction_N
reduction_N	monoreduction_N
reduction_N	nitroreduction_N
reduction_N	nonreduction_N
reduction_N	overreduction_N
reduction_N	photoreduction_N
reduction_N	postreduction_A
reduction_N	prereduction_N
reduction_N	reductional_A
reduction_N	reductionism_N
reduction_N	reductionist_A
reduction_N	rereduction_N
reduction_N	semireduction_N
reference_N	autoreference_N
reference_N	backreference_N
reference_N	coreference_N
reference_N	dereference_V
reference_N	georeference_V
reference_N	interreference_N
reference_N	metareference_N
reference_N	misreference_N
reference_N	multireference_A
reference_N	nonreference_A
reference_N	overreference_V
reference_N	pseudoreference_N
reference_N	referenceable_A
reference_N	referenceless_A
reflect_V	nonreflective_A
reflect_V	reflective_A
reflect_V	reflectorize_V
reflect_V	reflexion_N
reflect_V	unreflective_A
reflection_N	reflectional_A
reflection_N	reflectionless_A
regulatory_A	angioregulatory_A
regulatory_A	antiregulatory_A
regulatory_A	bioregulatory_A
regulatory_A	cisregulatory_A
regulatory_A	counterregulatory_A
regulatory_A	dysregulatory_A
regulatory_A	immunoregulatory_A
regulatory_A	metalloregulatory_A
regulatory_A	neuroregulatory_A
regulatory_A	nonregulatory_A
regulatory_A	osmoregulatory_A
regulatory_A	riboregulatory_A
regulatory_A	transregulatory_A
regulatory_A	upregulatory_A
reimport_N	reimportation_N
reimport_N	reimporter_N
relax_V	overrelax_V
religion_N	irreligious_A
religion_N	misreligion_N
religion_N	religate_V
religion_N	religionwise_D
religion_N	religiose_A
religion_N	religious_A
removal_N	antiremoval_A
removal_N	removalist_N
renal_A	adrenal_A
renal_A	aortorenal_A
renal_A	cardiorenal_A
renal_A	circumrenal_A
renal_A	duodenorenal_A
renal_A	extrarenal_A
renal_A	hepatorenal_A
renal_A	ileorenal_A
renal_A	infrarenal_A
renal_A	interrenal_A
renal_A	intrarenal_A
renal_A	lienorenal_A
renal_A	nonrenal_A
renal_A	oculorenal_A
renal_A	pararenal_A
renal_A	perirenal_A
renal_A	postrenal_A
renal_A	prerenal_A
renal_A	prorenal_A
renal_A	splenorenal_A
renal_A	subrenal_A
renal_A	suprarenal_A
renal_A	transrenal_A
renal_A	ureterorenal_A
renationalize_V	renationalization_N
rent_N	rental_N
rent_N	renting_V
repeat_V	homorepeat_N
repine_V	repinement_X
repine_V	repiner_N
repine_V	repiningly_D
repine_V	unrepining_A
repine_V	unrepiningly_D
repression_N	antirepression_N
repression_N	autorepression_N
repression_N	corepression_N
repression_N	derepression_N
repression_N	repressionary_A
repression_N	repressionism_N
repression_N	transrepression_N
repressor_N	antirepressor_N
repressor_N	aporepressor_N
repressor_N	corepressor_N
repressor_N	superrepressor_N
repressor_N	transrepressor_N
reproduce_V	reproducibility_N
reproduce_V	reproducible_A
repugn_V	repugnance_N
repugn_V	repugnancy_N
repugn_V	repugnant_A
research_N	antiresearch_A
research_N	bioresearcher_N
research_N	coresearcher_N
research_N	nonresearch_A
research_N	nonresearched_A
research_N	nonresearcher_N
research_N	nonresearching_A
research_N	overresearched_A
research_N	proresearch_A
research_N	researchability_N
research_N	researchable_A
research_N	researchee_N
research_N	researcher_N
research_N	researchful_A
research_N	researchist_N
research_N	researchy_A
research_N	underresearched_A
research_N	unresearchability_N
research_N	unresearchable_A
research_N	unresearched_A
resection_N	pneumoresection_N
resection_N	postresection_A
resection_N	reresection_N
resection_N	resectional_A
resin_N	nonresin_A
resin_N	oleoresin_N
resin_N	polyresin_N
resin_N	resinaceous_A
resin_N	resinate_V
resin_N	resinic_A
resin_N	resiniferous_A
resin_N	resinification_N
